ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory,revenues,Category,SubCategory
MkRIDAs69,2018,33,E-commerce,AXX,11.26,7,3,4,0.0739,0.0429,0,4.0,0,45.04,HZlnatsW,14iCK1vp
MkRIDAs69,2018,33,Stores,YXX,11.26,7,3,4,0.1178999999999999,0.1087,0,5.0,0,56.3,HZlnatsW,14iCK1vp
MkRIDAs69,2018,33,Stores,AXX,11.26,63,62,1,0.69715,0.1684999999999999,0,26.0,0,292.76,HZlnatsW,14iCK1vp
MkRIDAs69,2018,34,E-commerce,AXX,11.26,10,3,7,0.0269,0.0549,0,2.0,0,22.52,HZlnatsW,14iCK1vp
MkRIDAs69,2018,34,Stores,YXX,11.26,10,4,6,0.1109,0.0807,0,8.0,0,90.08,HZlnatsW,14iCK1vp
MkRIDAs69,2018,34,Stores,AXX,11.26,62,58,4,0.73895,0.1318,0,21.0,0,236.46,HZlnatsW,14iCK1vp
MkRIDAs69,2018,35,E-commerce,AXX,11.26,7,4,3,0.0889,0.0289,0,4.0,0,45.04,HZlnatsW,14iCK1vp
MkRIDAs69,2018,35,Stores,AXX,11.26,61,56,5,0.65285,0.1018,0,16.0,0,180.16,HZlnatsW,14iCK1vp
MkRIDAs69,2018,35,Stores,YXX,11.26,6,6,0,0.1492,0.0408,0,5.0,0,56.3,HZlnatsW,14iCK1vp
te5tHWY15,2018,36,Stores,AXX,21.17,35,3,32,0.043,0.08,0,4.0,34,84.68,xF4EZaTy,AunzRwr2
MkRIDAs69,2018,36,E-commerce,AXX,11.26,7,3,4,0.0229,0.0749,0,1.0,0,11.26,HZlnatsW,14iCK1vp
MkRIDAs69,2018,36,Stores,AXX,11.26,57,56,1,0.64195,0.1091,0,16.0,0,180.16,HZlnatsW,14iCK1vp
MkRIDAs69,2018,36,Stores,YXX,11.26,6,5,1,0.1772,0.0349,0,3.0,0,33.78,HZlnatsW,14iCK1vp
te5tHWY15,2018,37,Stores,AXX,21.17,34,1,33,0.022,0.007,0,4.0,31,84.68,xF4EZaTy,AunzRwr2
MkRIDAs69,2018,37,Stores,YXX,11.26,7,3,4,0.0973,0.023,0,5.0,0,56.3,HZlnatsW,14iCK1vp
MkRIDAs69,2018,37,E-commerce,AXX,11.26,9,3,6,0.0849,0.0369,0,2.0,0,22.52,HZlnatsW,14iCK1vp
MkRIDAs69,2018,37,Stores,AXX,11.26,55,54,1,0.6672499999999999,0.0912999999999999,0,16.0,0,180.16,HZlnatsW,14iCK1vp
yYAY5pI85,2018,38,Stores,YXX,23.33,6,6,0,0.3079,0.0879,0,7.0,0,163.31,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,38,Stores,AXX,24.08,142,21,121,1.0116,0.3116,5,15.0,108,361.2,HZlnatsW,yo2ZtUyf
EgIEZXA67,2018,38,Stores,AXX,13.68,78,14,64,0.2385,0.0527,21,8.0,34,109.44,xF4EZaTy,AunzRwr2
Sp6FmlM84,2018,38,Stores,AXX,18.01,1256,21,1235,0.5425,0.0908,109,2.0,1116,36.02,xF4EZaTy,AunzRwr2
te5tHWY15,2018,38,Stores,AXX,21.17,33,0,33,0.096,0.02,0,3.0,30,63.51,xF4EZaTy,AunzRwr2
MkRIDAs69,2018,38,E-commerce,AXX,11.26,5,3,2,0.0059,0.0979,0,3.0,0,33.78,HZlnatsW,14iCK1vp
MkRIDAs69,2018,38,Stores,AXX,11.26,56,51,5,0.6166,0.1501,0,11.0,0,123.86,HZlnatsW,14iCK1vp
MkRIDAs69,2018,38,Stores,YXX,11.26,7,5,2,0.0983,0.0589,0,4.0,0,45.04,HZlnatsW,14iCK1vp
yYAY5pI85,2018,39,E-commerce,AXX,23.08,8,3,5,0.0679,0.0939,0,5.0,0,115.4,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,39,Stores,YXX,21.33,7,7,0,0.3066,0.1111,0,2.0,0,42.66,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,39,Stores,AXX,19.08,138,31,107,0.98095,0.4254,5,30.0,111,572.4,HZlnatsW,yo2ZtUyf
EgIEZXA67,2018,39,Stores,YXX,20.36,6,3,3,0.052,0.033,0,3.0,0,61.08,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,39,Stores,AXX,12.68,59,13,46,0.2465,0.114,8,13.0,38,164.84,xF4EZaTy,AunzRwr2
Sp6FmlM84,2018,39,Stores,YXX,15.46,17,17,0,0.3208,0.0735,0,5.0,0,77.3,xF4EZaTy,AunzRwr2
Sp6FmlM84,2018,39,Stores,AXX,15.01,1201,80,1121,0.60715,0.3497,0,66.0,1117,990.66,xF4EZaTy,AunzRwr2
Xb6gby878,2018,39,Stores,AXX,22.5,41,13,28,0.3252,0.0959,0,7.0,0,157.5,xF4EZaTy,sldfL1J4
te5tHWY15,2018,39,Stores,AXX,21.17,33,3,30,0.057,0.058,0,2.0,30,42.34,xF4EZaTy,AunzRwr2
MkRIDAs69,2018,39,E-commerce,AXX,11.26,5,2,3,0.0059,0.0829,0,1.0,0,11.26,HZlnatsW,14iCK1vp
MkRIDAs69,2018,39,Stores,YXX,11.26,7,5,2,0.1474,0.0969,0,2.0,0,22.52,HZlnatsW,14iCK1vp
KUEImIQ21,2018,39,Stores,AXX,20.36,83,23,60,0.6261,0.1553,0,37.0,54,753.32,xF4EZaTy,sldfL1J4
MkRIDAs69,2018,39,Stores,AXX,11.26,52,51,1,0.649,0.1444,0,12.0,0,135.12,HZlnatsW,14iCK1vp
hQjJxUI52,2018,39,Stores,YXX,12.8,4,4,0,0.091,0.0,0,0.0,0,0.0,xF4EZaTy,sldfL1J4
hQjJxUI52,2018,39,Stores,AXX,12.8,273,85,188,0.5978749999999999,0.1498,83,27.0,42,345.6,xF4EZaTy,sldfL1J4
yYAY5pI85,2018,40,E-commerce,AXX,21.08,6,2,4,0.0299,0.0879,0,4.0,0,84.32,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,40,Stores,YXX,20.33,9,4,5,0.3446,0.0991,0,3.0,0,60.99,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,40,Stores,AXX,25.08,136,27,109,1.02875,0.5459,7,34.0,91,852.72,HZlnatsW,yo2ZtUyf
h4NaW1c90,2018,40,Stores,AXX,20.21,421,12,409,0.3181,0.055,168,5.0,72,101.05,xF4EZaTy,AunzRwr2
ZBeEZhA30,2018,40,E-commerce,AXX,30.51,13,4,9,0.0519,0.0779,0,4.0,0,122.04,HZlnatsW,yo2ZtUyf
ZBeEZhA30,2018,40,Stores,YXX,30.51,9,4,5,0.0255999999999999,0.1095,0,6.0,0,183.06,HZlnatsW,yo2ZtUyf
ZBeEZhA30,2018,40,Stores,AXX,30.51,107,62,45,0.37948,0.3823999999999999,0,66.0,0,2013.66,HZlnatsW,yo2ZtUyf
EgIEZXA67,2018,40,E-commerce,AXX,19.68,6,4,2,0.0199,0.0849,0,6.0,0,118.08,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,40,Stores,YXX,14.36,3,3,0,0.1,0.05,0,5.0,0,71.8,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,40,Stores,AXX,14.68,67,11,56,0.2394,0.0409,8,16.0,30,234.88,xF4EZaTy,AunzRwr2
CzbHWb461,2018,40,Stores,AXX,16.28,203,35,168,1.01405,0.1887,-1,22.0,152,358.16,xF4EZaTy,UIpuKoxR
N36Uec837,2018,40,Stores,AXX,21.35,14,6,8,0.04904,0.1027,11,8.0,0,170.8,HZlnatsW,14iCK1vp
NWpKkFc27,2018,40,E-commerce,AXX,19.38,13,2,11,0.0199,0.0569,0,19.0,0,368.22,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,40,Stores,YXX,23.96,15,13,2,0.0786,0.0685,0,17.0,0,407.32,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,40,Stores,AXX,18.38,433,160,273,0.94452,0.7596,0,292.0,0,5366.96,4ThiCT_Z,Mm5PoR88
SosBsUY69,2018,40,Stores,AXX,13.25,38,32,6,0.1986,0.1145,0,16.0,0,212.0,HZlnatsW,14iCK1vp
SosBsUY69,2018,40,Stores,YXX,13.25,5,4,1,0.03268,0.0479,0,4.0,0,53.0,HZlnatsW,14iCK1vp
xWuIFzs92,2018,40,E-commerce,AXX,22.14,8,2,6,0.0089,0.0509,0,8.0,0,177.12,bwPDJC3m,xdDed-iG
xWuIFzs92,2018,40,Stores,YXX,22.14,5,5,0,0.07668,0.0339,0,5.0,0,110.7,bwPDJC3m,xdDed-iG
xWuIFzs92,2018,40,Stores,AXX,22.14,121,18,103,0.12664,0.1132,0,18.0,102,398.52,bwPDJC3m,xdDed-iG
Sp6FmlM84,2018,40,Stores,YXX,12.46,15,12,3,0.3659,0.1278999999999999,0,12.0,0,149.52,xF4EZaTy,AunzRwr2
Sp6FmlM84,2018,40,Stores,AXX,17.01,1258,74,1184,0.51425,0.4276,73,84.0,1049,1428.84,xF4EZaTy,AunzRwr2
Xq3xDE495,2018,40,E-commerce,AXX,24.65,10,1,9,0.0919,0.1039,0,4.0,0,98.6,HZlnatsW,14iCK1vp
Xq3xDE495,2018,40,Stores,YXX,24.65,15,15,0,0.06196,0.0863,0,9.0,0,221.85,HZlnatsW,14iCK1vp
TNoPm4w52,2018,40,E-commerce,AXX,21.59,7,3,4,0.014,0.0669,0,2.0,0,43.18,4ThiCT_Z,Mm5PoR88
TNoPm4w52,2018,40,Stores,YXX,21.59,7,4,3,0.083,0.079,0,1.0,0,21.59,4ThiCT_Z,Mm5PoR88
TNoPm4w52,2018,40,Stores,AXX,21.59,296,12,284,0.00768,0.0359,65,8.0,160,172.72,4ThiCT_Z,Mm5PoR88
Xq3xDE495,2018,40,Stores,AXX,24.65,188,83,105,0.19128,0.2054,0,42.0,51,1035.3,HZlnatsW,14iCK1vp
SosBsUY69,2018,40,E-commerce,AXX,13.25,8,1,7,0.0889,0.0619,0,3.0,0,39.75,HZlnatsW,14iCK1vp
Xb6gby878,2018,40,E-commerce,AXX,22.5,11,1,10,0.0479,0.0619,0,3.0,0,67.5,xF4EZaTy,sldfL1J4
Xb6gby878,2018,40,Stores,AXX,22.5,37,11,26,0.3082,0.0884,1,10.0,0,225.0,xF4EZaTy,sldfL1J4
grcWcmA91,2018,40,E-commerce,AXX,21.09,9,2,7,0.0989,0.0929,0,8.0,0,168.72,HZlnatsW,14iCK1vp
grcWcmA91,2018,40,Stores,YXX,21.09,6,3,3,0.03868,0.0039,0,7.0,0,147.63,HZlnatsW,14iCK1vp
grcWcmA91,2018,40,Stores,AXX,21.09,58,35,23,0.29752,0.2971,0,39.0,0,822.51,HZlnatsW,14iCK1vp
UvtEpOI58,2018,40,E-commerce,AXX,17.89,4,4,0,0.0309,0.0189,0,4.0,0,71.56,HZlnatsW,14iCK1vp
UvtEpOI58,2018,40,Stores,YXX,17.89,6,5,1,0.08468,0.0629,0,7.0,0,125.23,HZlnatsW,14iCK1vp
UvtEpOI58,2018,40,Stores,AXX,17.89,90,41,49,0.17624,0.1107,0,18.0,0,322.02,HZlnatsW,14iCK1vp
N36Uec837,2018,40,E-commerce,AXX,21.35,11,1,10,0.0769,0.0399,0,5.0,0,106.75,HZlnatsW,14iCK1vp
MkRIDAs69,2018,40,E-commerce,AXX,11.26,5,1,4,0.0599,0.0909,0,3.0,0,33.78,HZlnatsW,14iCK1vp
MkRIDAs69,2018,40,Stores,YXX,11.26,8,5,3,0.1884,0.043,0,1.0,0,11.26,HZlnatsW,14iCK1vp
MkRIDAs69,2018,40,Stores,AXX,11.26,54,52,2,0.6059,0.0651,0,9.0,0,101.34,HZlnatsW,14iCK1vp
te5tHWY15,2018,40,Stores,AXX,21.17,37,3,34,0.066,0.087,0,0.0,33,0.0,xF4EZaTy,AunzRwr2
xIdqOfc54,2018,40,E-commerce,AXX,19.65,10,4,6,0.1019,0.0519,0,10.0,0,196.5,bwPDJC3m,xdDed-iG
xIdqOfc54,2018,40,Stores,YXX,19.65,12,12,0,0.13532,0.0941,0,14.0,0,275.1,bwPDJC3m,xdDed-iG
xIdqOfc54,2018,40,Stores,AXX,19.65,187,59,128,0.42152,0.2731,0,75.0,44,1473.75,bwPDJC3m,xdDed-iG
jY0LIAk94,2018,40,E-commerce,AXX,15.05,8,1,7,0.0039,0.0749,0,8.0,0,120.4,HZlnatsW,yo2ZtUyf
jY0LIAk94,2018,40,Stores,YXX,15.05,21,18,3,0.15388,0.1709,0,14.0,0,210.7,HZlnatsW,yo2ZtUyf
I4t3gpQ29,2018,40,Stores,YXX,19.91,14,10,4,0.09228,0.1044,0,7.0,0,139.37,xF4EZaTy,sldfL1J4
I4t3gpQ29,2018,40,Stores,AXX,16.23,276,76,200,0.25484,0.2092,0,24.0,44,389.52,xF4EZaTy,sldfL1J4
jY0LIAk94,2018,40,Stores,AXX,15.05,214,117,97,0.81586,0.64905,0,215.0,81,3235.75,HZlnatsW,yo2ZtUyf
y_9Lk3o43,2018,40,E-commerce,AXX,18.58,5,0,5,0.0739,0.0229,0,6.0,0,111.48,HZlnatsW,14iCK1vp
y_9Lk3o43,2018,40,Stores,AXX,18.58,17,8,9,0.08396,0.0703,0,6.0,0,111.48,HZlnatsW,14iCK1vp
5bEtm6430,2018,40,E-commerce,AXX,20.94,8,3,5,0.0949,0.0949,0,3.0,0,62.82,xF4EZaTy,AunzRwr2
5bEtm6430,2018,40,Stores,YXX,20.94,8,8,0,0.04004,0.0487,0,6.0,0,125.64,xF4EZaTy,AunzRwr2
KUEImIQ21,2018,40,Stores,AXX,20.36,78,19,59,0.5131,0.1473,3,54.0,58,1099.44,xF4EZaTy,sldfL1J4
5bEtm6430,2018,40,Stores,AXX,20.94,143,62,81,0.1826,0.1694999999999999,5,17.0,0,355.98,xF4EZaTy,AunzRwr2
28sj_po12,2018,40,Stores,AXX,20.28,85,81,4,0.21052,0.2301,0,71.0,0,1439.88,xF4EZaTy,AunzRwr2
9C_KRCs69,2018,40,Stores,YXX,21.83,9,6,3,0.12996,0.0873,0,3.0,0,65.49,HZlnatsW,yo2ZtUyf
9C_KRCs69,2018,40,Stores,AXX,17.48,70,23,47,0.5746800000000001,0.9398,0,40.0,0,699.2,HZlnatsW,yo2ZtUyf
hQjJxUI52,2018,40,E-commerce,AXX,12.8,12,0,12,0.0959,0.0699,0,5.0,0,64.0,xF4EZaTy,sldfL1J4
hQjJxUI52,2018,40,Stores,YXX,12.8,12,12,0,0.3813,0.1391,0,13.0,0,166.4,xF4EZaTy,sldfL1J4
hQjJxUI52,2018,40,Stores,AXX,12.8,231,88,143,0.595075,0.5662,42,93.0,0,1190.4,xF4EZaTy,sldfL1J4
dtYQMwk84,2018,40,E-commerce,AXX,22.99,8,1,7,0.0079,0.0329,0,10.0,0,229.9,bwPDJC3m,xdDed-iG
dtYQMwk84,2018,40,Stores,YXX,22.99,8,5,3,0.07036,0.0918,0,3.0,0,68.97,bwPDJC3m,xdDed-iG
28sj_po12,2018,40,E-commerce,AXX,19.28,11,0,11,0.0249,0.0109,0,5.0,0,96.4,xF4EZaTy,AunzRwr2
28sj_po12,2018,40,Stores,YXX,20.08,7,5,2,0.04468,0.0429,0,4.0,0,80.32,xF4EZaTy,AunzRwr2
dtYQMwk84,2018,40,Stores,AXX,22.99,119,38,81,0.15428,0.1483999999999999,0,43.0,76,988.57,bwPDJC3m,xdDed-iG
52EVihM31,2018,40,E-commerce,AXX,22.86,6,4,2,0.0719,0.0889,0,5.0,0,114.3,4ThiCT_Z,Mm5PoR88
52EVihM31,2018,40,Stores,YXX,22.86,8,5,3,0.1425,0.083,0,4.0,0,91.44,4ThiCT_Z,Mm5PoR88
52EVihM31,2018,40,Stores,AXX,22.86,276,26,250,0.10296,0.0413,63,10.0,133,228.6,4ThiCT_Z,Mm5PoR88
yYAY5pI85,2018,41,E-commerce,AXX,24.08,8,2,6,0.0249,0.0098999999999999,0,4.0,0,96.32,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,41,Stores,YXX,22.33,9,6,3,0.2656,0.1664,0,6.0,0,133.98,HZlnatsW,yo2ZtUyf
HQj3Vyg67,2018,41,Stores,AXX,18.03,256,18,238,0.4825,0.181,56,27.0,0,486.81,xF4EZaTy,AunzRwr2
yYAY5pI85,2018,41,Stores,AXX,24.08,127,32,95,1.0215,0.4985,0,45.0,92,1083.6,HZlnatsW,yo2ZtUyf
h4NaW1c90,2018,41,Stores,YXX,20.21,7,0,7,0.021,0.0119,0,7.0,0,141.47,xF4EZaTy,AunzRwr2
h4NaW1c90,2018,41,Stores,AXX,20.21,335,33,302,0.7529,0.2547,75,66.0,0,1333.86,xF4EZaTy,AunzRwr2
kNpVu2o59,2018,41,E-commerce,AXX,22.75,6,4,2,0.0589,0.1039,0,1.0,0,22.75,bwPDJC3m,xdDed-iG
He0fYYc63,2018,41,Stores,AXX,23.28,45,3,42,0.3071,0.0506,0,5.0,41,116.4,HZlnatsW,yo2ZtUyf
kNpVu2o59,2018,41,Stores,AXX,22.75,77,25,52,0.6717000000000001,0.1345,0,15.0,50,341.25,bwPDJC3m,xdDed-iG
9n_f9g417,2018,41,E-commerce,AXX,24.56,6,3,3,0.0439,0.1039,0,7.0,0,171.92,bwPDJC3m,xdDed-iG
9n_f9g417,2018,41,Stores,AXX,24.56,71,40,31,0.6564000000000001,0.3918,0,118.0,0,2898.08,bwPDJC3m,xdDed-iG
0buNITk59,2018,41,E-commerce,AXX,25.16,8,3,5,0.0999,0.0599,0,7.0,0,176.12,xF4EZaTy,UIpuKoxR
0buNITk59,2018,41,Stores,AXX,25.16,95,54,41,0.646925,0.7182000000000001,0,130.0,0,3270.8,xF4EZaTy,UIpuKoxR
9n_f9g417,2018,41,Stores,YXX,24.56,6,5,1,0.1531,0.0851,0,10.0,0,245.6,bwPDJC3m,xdDed-iG
ZBeEZhA30,2018,41,E-commerce,AXX,30.51,11,0,11,0.0989,0.0759,0,6.0,0,183.06,HZlnatsW,yo2ZtUyf
ZBeEZhA30,2018,41,Stores,YXX,30.51,9,4,5,0.0842,0.0747,0,8.0,0,244.08,HZlnatsW,yo2ZtUyf
ZBeEZhA30,2018,41,Stores,AXX,30.51,99,69,30,0.7496999999999999,0.3171,2,73.0,0,2227.23,HZlnatsW,yo2ZtUyf
EgIEZXA67,2018,41,E-commerce,AXX,17.68,6,2,4,0.0419,0.0569,0,5.0,0,88.4,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,41,Stores,YXX,19.36,7,0,7,0.01,0.002,0,4.0,0,77.44,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,41,Stores,AXX,19.68,57,12,45,0.3003,0.0616,-1,14.0,29,275.52,xF4EZaTy,AunzRwr2
b1gjvDw99,2018,41,E-commerce,AXX,15.37,7,4,3,0.0929,0.0159,0,7.0,0,107.59,HZlnatsW,14iCK1vp
b1gjvDw99,2018,41,Stores,YXX,15.37,7,1,6,0.1583,0.0278,0,5.0,0,76.85,HZlnatsW,14iCK1vp
b1gjvDw99,2018,41,Stores,AXX,15.37,43,43,0,0.65015,0.1691,0,28.0,0,430.36,HZlnatsW,14iCK1vp
CzbHWb461,2018,41,Stores,YXX,21.08,11,7,4,0.2911,0.0481,0,9.0,0,189.72,xF4EZaTy,UIpuKoxR
CzbHWb461,2018,41,Stores,AXX,16.28,188,39,149,1.04635,0.7114999999999999,-1,113.0,151,1839.64,xF4EZaTy,UIpuKoxR
KNES7f426,2018,41,E-commerce,AXX,14.29,9,4,5,0.0059,0.0359,0,7.0,0,100.03,bwPDJC3m,xdDed-iG
KNES7f426,2018,41,Stores,YXX,14.29,13,8,5,0.1944,0.0928,0,11.0,0,157.19,bwPDJC3m,xdDed-iG
KNES7f426,2018,41,Stores,AXX,14.29,160,69,91,0.83185,0.5649,0,163.0,0,2329.27,bwPDJC3m,xdDed-iG
NWpKkFc27,2018,41,E-commerce,AXX,18.38,17,4,13,0.0959,0.0939,0,13.0,0,238.94,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,41,Stores,YXX,22.96,25,20,5,0.3919,0.1334,0,32.0,0,734.72,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,41,Stores,AXX,21.38,403,180,223,0.559075,0.9273,6,377.0,0,8060.26,4ThiCT_Z,Mm5PoR88
VDFm0X892,2018,41,Stores,YXX,12.46,16,10,6,0.3045,0.0445,0,8.0,0,99.68,xF4EZaTy,AunzRwr2
VDFm0X892,2018,41,Stores,AXX,18.01,940,71,869,0.99265,0.4025999999999999,128,95.0,622,1710.95,xF4EZaTy,AunzRwr2
